           Element              Name           Azimuth              x[m]              y[m]              z[m]
        quadrupole           HQUADF:        331.104122        -46.132233        326.352428         -0.000000
             drift            DQOUT:        331.275902        -46.184387        326.516099         -0.000000
             drift          DPACKIN:        331.418777        -46.227765        326.652230         -0.000000
        quadrupole            TQFF3:        332.180777        -46.459114        327.378262         -0.000000
     thinSextupole              TSF:        332.180777        -46.459114        327.378262         -0.000000
             hkick            HDF22:        332.180777        -46.459114        327.378262         -0.000000
             drift         DPACKU2D:        332.587177        -46.582500        327.765478         -0.000000
            marker              TS2:        332.587177        -46.582500        327.765478         -0.000000
            marker              TSQ:        332.587177        -46.582500        327.765478         -0.000000
            marker           TOF39C:        332.587177        -46.582500        327.765478         -0.000000
             drift         DPACKOUT:        333.104702        -46.739624        328.258575         -0.000000
             drift         DBENDEND:        333.244402        -46.782038        328.391680         -0.000000
          thinQuad            BENDQ:        333.244402        -46.782038        328.391680         -0.000000
             sbend             BEND:        339.365785        -48.664195        334.216525         -0.000000
          thinQuad            BENDQ:        339.365785        -48.664195        334.216525         -0.000000
             drift         DBENDEND:        339.505485        -48.707688        334.349282         -0.000000
             drift         DBENDEND:        339.645185        -48.751182        334.482039         -0.000000
          thinQuad            BENDQ:        339.645185        -48.751182        334.482039         -0.000000
             sbend             BEND:        345.766569        -50.680561        340.291413         -0.000000
          thinQuad            BENDQ:        345.766569        -50.680561        340.291413         -0.000000
             drift         DBENDEND:        345.906269        -50.725130        340.423813         -0.000000
             drift         DBENDEND:        346.045969        -50.769700        340.556213         -0.000000
          thinQuad            BENDQ:        346.045969        -50.769700        340.556213         -0.000000
             sbend             BEND:        352.167352        -52.746174        346.349733         -0.000000
          thinQuad            BENDQ:        352.167352        -52.746174        346.349733         -0.000000
             drift         DBENDEND:        352.307052        -52.791817        346.481767         -0.000000
             drift         DBENDEND:        352.446752        -52.837460        346.613800         -0.000000
          thinQuad            BENDQ:        352.446752        -52.837460        346.613800         -0.000000
             sbend             BEND:        358.568135        -54.860899        352.391085         -0.000000
          thinQuad            BENDQ:        358.568135        -54.860899        352.391085         -0.000000
             drift         DBENDEND:        358.707835        -54.907612        352.522744         -0.000000
            marker     MF23:cellmark        358.707835        -54.907612        352.522744         -0.000000
             drift           DBPMIN:        358.968490        -54.994770        352.768395         -0.000000
          vmonitor          VBPMF23:        358.968490        -54.994770        352.768395         -0.000000
             drift          DBPMOUT:        359.168515        -55.061655        352.956906         -0.000000
        quadrupole           HQUADD:        360.847455        -55.623060        354.539203         -0.000000
             drift            DQOUT:        361.019235        -55.680500        354.701095         -0.000000
             drift          DPACKIN:        361.162110        -55.728275        354.835746         -0.000000
        quadrupole            TQDF4:        361.924110        -55.983073        355.553884         -0.000000
     thinSextupole              TSD:        361.924110        -55.983073        355.553884         -0.000000
             vkick            VDF23:        361.924110        -55.983073        355.553884         -0.000000
             drift         DPACKU2D:        362.330510        -56.118965        355.936891         -0.000000
            marker             TOZD:        362.330510        -56.118965        355.936891         -0.000000
            marker    CS2F2AP:fdsext        362.330510        -56.118965        355.936891         -0.000000
            marker              TQ2:        362.330510        -56.118965        355.936891         -0.000000
             drift         DPACKOUT:        362.848035        -56.292016        356.424626         -0.000000
             drift         DBENDEND:        362.987735        -56.338728        356.556285         -0.000000
          thinQuad            BENDQ:        362.987735        -56.338728        356.556285         -0.000000
             sbend             BEND:        369.109118        -58.409000        362.316954         -0.000000
          thinQuad            BENDQ:        369.109118        -58.409000        362.316954         -0.000000
             drift         DBENDEND:        369.248818        -58.456780        362.448229         -0.000000
             drift         DBENDEND:        369.388518        -58.504560        362.579504         -0.000000
          thinQuad            BENDQ:        369.388518        -58.504560        362.579504         -0.000000
             sbend             BEND:        375.509901        -60.621527        368.323177         -0.000000
          thinQuad            BENDQ:        375.509901        -60.621527        368.323177         -0.000000
             drift         DBENDEND:        375.649601        -60.670371        368.454060         -0.000000
             drift         DBENDEND:        375.789301        -60.719216        368.584943         -0.000000
          thinQuad            BENDQ:        375.789301        -60.719216        368.584943         -0.000000
             sbend             BEND:        381.910685        -62.882738        374.311242         -0.000000
          thinQuad            BENDQ:        381.910685        -62.882738        374.311242         -0.000000
             drift         DBENDEND:        382.050385        -62.932643        374.441724         -0.000000
             drift         DBENDEND:        382.190085        -62.982549        374.572206         -0.000000
          thinQuad            BENDQ:        382.190085        -62.982549        374.572206         -0.000000
             sbend             BEND:        388.311468        -65.192484        380.280754         -0.000000
          thinQuad            BENDQ:        388.311468        -65.192484        380.280754         -0.000000
             drift         DBENDEND:        388.451168        -65.243447        380.410827         -0.000000
            marker     MF24:cellmark        388.451168        -65.243447        380.410827         -0.000000
             drift           DBPMIN:        388.711823        -65.338534        380.653519         -0.000000
          hmonitor          HBPMF24:        388.711823        -65.338534        380.653519         -0.000000
             drift          DBPMOUT:        388.911848        -65.411504        380.839759         -0.000000
        quadrupole           HQUADF:        390.590788        -66.023983        382.402996         -0.000000
             drift            DQOUT:        390.762568        -66.086649        382.562937         -0.000000
             drift          DPACKIN:        390.905443        -66.138770        382.695966         -0.000000
        quadrupole            TQFF3:        391.667443        -66.416748        383.405453         -0.000000
     thinSextupole              TSF:        391.667443        -66.416748        383.405453         -0.000000
             hkick            HDF24:        391.667443        -66.416748        383.405453         -0.000000
             drift         DPACKU2D:        392.073843        -66.565003        383.783846         -0.000000
            marker    CS4F2AP:fdsext        392.073843        -66.565003        383.783846         -0.000000
            marker           TOD39C:        392.073843        -66.565003        383.783846         -0.000000
             drift         DPACKOUT:        392.591368        -66.753797        384.265706         -0.000000
             drift         DBENDEND:        392.731068        -66.804760        384.395779         -0.000000
          thinQuad            BENDQ:        392.731068        -66.804760        384.395779         -0.000000
             sbend             BEND:        398.852451        -69.060963        390.086199         -0.000000
          thinQuad            BENDQ:        398.852451        -69.060963        390.086199         -0.000000
             drift         DBENDEND:        398.992151        -69.112980        390.215854         -0.000000
             drift         DBENDEND:        399.131851        -69.164997        390.345508         -0.000000
          thinQuad            BENDQ:        399.131851        -69.164997        390.345508         -0.000000
             sbend             BEND:        405.253234        -71.467319        396.017425         -0.000000
          thinQuad            BENDQ:        405.253234        -71.467319        396.017425         -0.000000
             drift         DBENDEND:        405.392934        -71.520387        396.146654         -0.000000
             drift         DBENDEND:        405.532634        -71.573455        396.275882         -0.000000
          thinQuad            BENDQ:        405.532634        -71.573455        396.275882         -0.000000
             sbend             BEND:        411.654017        -73.921744        401.928922         -0.000000
          thinQuad            BENDQ:        411.654017        -73.921744        401.928922         -0.000000
             drift         DBENDEND:        411.793717        -73.975859        402.057715         -0.000000
             drift         DBENDEND:        411.933417        -74.029974        402.186509         -0.000000
          thinQuad            BENDQ:        411.933417        -74.029974        402.186509         -0.000000
             sbend             BEND:        418.054801        -76.424076        407.820300         -0.000000
          thinQuad            BENDQ:        418.054801        -76.424076        407.820300         -0.000000
             drift         DBENDEND:        418.194501        -76.479235        407.948650         -0.000000
            marker     MF25:cellmark        418.194501        -76.479235        407.948650         -0.000000
             drift           DBPMIN:        418.455156        -76.582151        408.188127         -0.000000
          vmonitor          VBPMF25:        418.455156        -76.582151        408.188127         -0.000000
             drift          DBPMOUT:        418.655181        -76.661128        408.371900         -0.000000
        quadrupole           HQUADD:        420.334121        -77.324036        409.914428         -0.000000
             drift            DQOUT:        420.505901        -77.391861        410.072251         -0.000000
             drift         DPIN5LOC:        420.674176        -77.458302        410.226854         -0.000000
        quadrupole            TQDF4:        421.436176        -77.759168        410.926942         -0.000000
     thinSextupole              TSD:        421.436176        -77.759168        410.926942         -0.000000
             vkick            VDF25:        421.436176        -77.759168        410.926942         -0.000000
             drift        DPOUT5LOC:        421.598101        -77.823102        411.075711         -0.000000
             drift          DFCANIN:        421.807651        -77.905840        411.268235         -0.000000
             drift             FCAN:        422.252151        -78.081345        411.676620         -0.000000
             drift         DFCANOUT:        422.334701        -78.113939        411.752463         -0.000000
             drift         DBENDEND:        422.474401        -78.169098        411.880813         -0.000000
          thinQuad            BENDQ:        422.474401        -78.169098        411.880813         -0.000000
             sbend             BEND:        428.595784        -80.608855        417.494984         -0.000000
          thinQuad            BENDQ:        428.595784        -80.608855        417.494984         -0.000000
             drift         DBENDEND:        428.735484        -80.665053        417.622882         -0.000000
             drift         DBENDEND:        428.875184        -80.721252        417.750779         -0.000000
          thinQuad            BENDQ:        428.875184        -80.721252        417.750779         -0.000000
             sbend             BEND:        434.996567        -83.206503        423.344960         -0.000000
          thinQuad            BENDQ:        434.996567        -83.206503        423.344960         -0.000000
             drift         DBENDEND:        435.136267        -83.263738        423.472398         -0.000000
             drift         DBENDEND:        435.275967        -83.320973        423.599835         -0.000000
          thinQuad            BENDQ:        435.275967        -83.320973        423.599835         -0.000000
             sbend             BEND:        441.397350        -85.851554        429.173657         -0.000000
          thinQuad            BENDQ:        441.397350        -85.851554        429.173657         -0.000000
             drift         DBENDEND:        441.537050        -85.909821        429.300625         -0.000000
             drift         DBENDEND:        441.676750        -85.968089        429.427593         -0.000000
          thinQuad            BENDQ:        441.676750        -85.968089        429.427593         -0.000000
             sbend             BEND:        447.798133        -88.543833        434.980690         -0.000000
          thinQuad            BENDQ:        447.798133        -88.543833        434.980690         -0.000000
             drift         DBENDEND:        447.937833        -88.603130        435.107181         -0.000000
            marker     MF26:cellmark        447.937833        -88.603130        435.107181         -0.000000
             drift           DBPMIN:        448.198488        -88.713766        435.343190         -0.000000
          hmonitor          HBPMF26:        448.198488        -88.713766        435.343190         -0.000000
             drift          DBPMOUT:        448.398513        -88.798668        435.524303         -0.000000
        quadrupole           HQUADF:        450.077453        -89.511306        437.044496         -0.000000
             drift            DQOUT:        450.249233        -89.584219        437.200034         -0.000000
             drift          DPACKIN:        450.392108        -89.644863        437.329400         -0.000000
        quadrupole            TQFF3:        451.154108        -89.968299        438.019351         -0.000000
     thinSextupole              TSF:        451.154108        -89.968299        438.019351         -0.000000
             hkick            HDF26:        451.154108        -89.968299        438.019351         -0.000000
             drift         DPACKU2D:        451.560508        -90.140798        438.387325         -0.000000
            marker           TOD39S:        451.560508        -90.140798        438.387325         -0.000000
            marker    CS1F2AM:fdsext        451.560508        -90.140798        438.387325         -0.000000
            marker              TSQ:        451.560508        -90.140798        438.387325         -0.000000
             drift         DPACKOUT:        452.078033        -90.360465        438.855917         -0.000000
             drift         DBENDEND:        452.217733        -90.419762        438.982409         -0.000000
          thinQuad            BENDQ:        452.217733        -90.419762        438.982409         -0.000000
             sbend             BEND:        458.339117        -93.040499        444.514412         -0.000000
          thinQuad            BENDQ:        458.339117        -93.040499        444.514412         -0.000000
             drift         DBENDEND:        458.478817        -93.100821        444.640418         -0.000000
             drift         DBENDEND:        458.618517        -93.161142        444.766424         -0.000000
          thinQuad            BENDQ:        458.618517        -93.161142        444.766424         -0.000000
             sbend             BEND:        464.739900        -95.826701        450.276971         -0.000000
          thinQuad            BENDQ:        464.739900        -95.826701        450.276971         -0.000000
             drift         DBENDEND:        464.879600        -95.888043        450.402483         -0.000000
             drift         DBENDEND:        465.019300        -95.949385        450.527994         -0.000000
          thinQuad            BENDQ:        465.019300        -95.949385        450.527994         -0.000000
             sbend             BEND:        471.140683        -98.659589        456.016722         -0.000000
          thinQuad            BENDQ:        471.140683        -98.659589        456.016722         -0.000000
             drift         DBENDEND:        471.280383        -98.721948        456.141731         -0.000000
             drift         DBENDEND:        471.420083        -98.784308        456.266741         -0.000000
          thinQuad            BENDQ:        471.420083        -98.784308        456.266741         -0.000000
             sbend             BEND:        477.541466       -101.538978        461.733287         -0.000000
          thinQuad            BENDQ:        477.541466       -101.538978        461.733287         -0.000000
             drift         DBENDEND:        477.681166       -101.602350        461.857786         -0.000000
            marker     MF27:cellmark        477.681166       -101.602350        461.857786         -0.000000
             drift           DBPMIN:        477.941821       -101.720590        462.090080         -0.000000
          vmonitor          VBPMF27:        477.941821       -101.720590        462.090080         -0.000000
             drift          DBPMOUT:        478.141846       -101.811328        462.268340         -0.000000
        quadrupole           HQUADD:        479.820786       -102.572943        463.764596         -0.000000
             drift            DQOUT:        479.992566       -102.650868        463.917685         -0.000000
             drift          DPACKIN:        480.135441       -102.715680        464.045013         -0.000000
        quadrupole            TQDF4:        480.897441       -103.061345        464.724101         -0.000000
     thinSextupole              TSD:        480.897441       -103.061345        464.724101         -0.000000
             vkick            VDF27:        480.897441       -103.061345        464.724101         -0.000000
             drift         DPACKU2D:        481.303841       -103.245700        465.086281         -0.000000
            marker             TOZD:        481.303841       -103.245700        465.086281         -0.000000
            marker              TS4:        481.303841       -103.245700        465.086281         -0.000000
            marker              TQ4:        481.303841       -103.245700        465.086281         -0.000000
             drift         DPACKOUT:        481.821366       -103.480464        465.547494         -0.000000
             drift         DBENDEND:        481.961066       -103.543836        465.671993         -0.000000
          thinQuad            BENDQ:        481.961066       -103.543836        465.671993         -0.000000
             sbend             BEND:        488.082449       -106.342791        471.115998         -0.000000
          thinQuad            BENDQ:        488.082449       -106.342791        471.115998         -0.000000
             drift         DBENDEND:        488.222149       -106.407172        471.239978         -0.000000
             drift         DBENDEND:        488.361849       -106.471552        471.363959         -0.000000
          thinQuad            BENDQ:        488.361849       -106.471552        471.363959         -0.000000
             sbend             BEND:        494.483233       -109.314608        476.785063         -0.000000
          thinQuad            BENDQ:        494.483233       -109.314608        476.785063         -0.000000
             drift         DBENDEND:        494.622933       -109.379993        476.908517         -0.000000
             drift         DBENDEND:        494.762633       -109.445378        477.031971         -0.000000
          thinQuad            BENDQ:        494.762633       -109.445378        477.031971         -0.000000
             sbend             BEND:        500.884016       -112.332348        482.429817         -0.000000
          thinQuad            BENDQ:        500.884016       -112.332348        482.429817         -0.000000
             drift         DBENDEND:        501.023716       -112.398732        482.552736         -0.000000
             drift         DBENDEND:        501.163416       -112.465117        482.675655         -0.000000
          thinQuad            BENDQ:        501.163416       -112.465117        482.675655         -0.000000
             sbend             BEND:        507.284799       -115.395810        488.049888         -0.000000
          thinQuad            BENDQ:        507.284799       -115.395810        488.049888         -0.000000
             drift         DBENDEND:        507.424499       -115.463190        488.172264         -0.000000
            marker     MF28:cellmark        507.424499       -115.463190        488.172264         -0.000000
             drift           DBPMIN:        507.685154       -115.588910        488.400596         -0.000000
          hmonitor          HBPMF28:        507.685154       -115.588910        488.400596         -0.000000
             drift          DBPMOUT:        507.885179       -115.685387        488.575817         -0.000000
        quadrupole           HQUADF:        509.564119       -116.495178        490.046557         -0.000000
             drift            DQOUT:        509.735899       -116.578031        490.197036         -0.000000
             drift          DPACKIN:        509.878774       -116.646943        490.322193         -0.000000
        quadrupole            TQF28:        510.640774       -117.014473        490.989700         -0.000000
     thinSextupole              TSF:        510.640774       -117.014473        490.989700         -0.000000
             hkick            HDF28:        510.640774       -117.014473        490.989700         -0.000000
             drift         DPACKU2D:        511.047174       -117.210489        491.345704         -0.000000
            marker           TOF39S:        511.047174       -117.210489        491.345704         -0.000000
            marker    CS4F2AM:fdsext        511.047174       -117.210489        491.345704         -0.000000
             drift         DPACKOUT:        511.564699       -117.460103        491.799053         -0.000000
             drift         DBENDEND:        511.704399       -117.527483        491.921429         -0.000000
          thinQuad            BENDQ:        511.704399       -117.527483        491.921429         -0.000000
             sbend             BEND:        517.825782       -120.501706        497.271694         -0.000000
          thinQuad            BENDQ:        517.825782       -120.501706        497.271694         -0.000000
             drift         DBENDEND:        517.965482       -120.570077        497.393519         -0.000000
             drift         DBENDEND:        518.105182       -120.638449        497.515344         -0.000000
          thinQuad            BENDQ:        518.105182       -120.638449        497.515344         -0.000000
             sbend             BEND:        524.226565       -123.656005        502.841289         -0.000000
          thinQuad            BENDQ:        524.226565       -123.656005        502.841289         -0.000000
             drift         DBENDEND:        524.366265       -123.725364        502.962555         -0.000000
             drift         DBENDEND:        524.505965       -123.794722        503.083821         -0.000000
          thinQuad            BENDQ:        524.505965       -123.794722        503.083821         -0.000000
             sbend             BEND:        530.627348       -126.855414        508.385095         -0.000000
          thinQuad            BENDQ:        530.627348       -126.855414        508.385095         -0.000000
             drift         DBENDEND:        530.767048       -126.925754        508.505794         -0.000000
             drift         DBENDEND:        530.906748       -126.996095        508.626493         -0.000000
          thinQuad            BENDQ:        530.906748       -126.996095        508.626493         -0.000000
             sbend             BEND:        537.028132       -130.099720        513.902746         -0.000000
          thinQuad            BENDQ:        537.028132       -130.099720        513.902746         -0.000000
             drift         DBENDEND:        537.167832       -130.171038        514.022870         -0.000000
            marker     MF29:cellmark        537.167832       -130.171038        514.022870         -0.000000
             drift           DBPMIN:        537.428487       -130.304104        514.247001         -0.000000
          vmonitor          VBPMF29:        537.428487       -130.304104        514.247001         -0.000000
             drift          DBPMOUT:        537.628512       -130.406219        514.418997         -0.000000
        quadrupole           HQUADD:        539.307452       -131.263331        515.862672         -0.000000
             drift            DQOUT:        539.479232       -131.351026        516.010381         -0.000000
             drift         DPIN5LOC:        539.647507       -131.436932        516.155076         -0.000000
        quadrupole            TQDF4:        540.409507       -131.825939        516.810299         -0.000000
     thinSextupole              TSD:        540.409507       -131.825939        516.810299         -0.000000
             vkick            VDF29:        540.409507       -131.825939        516.810299         -0.000000
             drift        DPOUT5LOC:        540.571432       -131.908603        516.949534         -0.000000
             drift           DSSINF:        540.863532       -132.057722        517.200703         -0.000000
             drift             DTAB:        541.034982       -132.145249        517.348128         -0.000000
             drift             DGV3:        541.136582       -132.197116        517.435491         -0.000000
             drift             DTAB:        541.308032       -132.284643        517.582916         -0.000000
             drift         DBENDEND:        541.447732       -132.355961        517.703041         -0.000000
          thinQuad            BENDQ:        541.447732       -132.355961        517.703041         -0.000000
             sbend             BEND:        547.569115       -135.502315        522.953925         -0.000000
          thinQuad            BENDQ:        547.569115       -135.502315        522.953925         -0.000000
             drift         DBENDEND:        547.708815       -135.574606        523.073467         -0.000000
             drift         DBENDEND:        547.848515       -135.646896        523.193008         -0.000000
          thinQuad            BENDQ:        547.848515       -135.646896        523.193008         -0.000000
             sbend             BEND:        553.969898       -138.835772        528.418178         -0.000000
          thinQuad            BENDQ:        553.969898       -138.835772        528.418178         -0.000000
             drift         DBENDEND:        554.109598       -138.909031        528.537129         -0.000000
             drift         DBENDEND:        554.249298       -138.982289        528.656080         -0.000000
          thinQuad            BENDQ:        554.249298       -138.982289        528.656080         -0.000000
             sbend             BEND:        560.370681       -142.213476        533.855191         -0.000000
          thinQuad            BENDQ:        560.370681       -142.213476        533.855191         -0.000000
             drift         DBENDEND:        560.510381       -142.287698        533.973543         -0.000000
             drift         DBENDEND:        560.650081       -142.361920        534.091895         -0.000000
          thinQuad            BENDQ:        560.650081       -142.361920        534.091895         -0.000000
             sbend             BEND:        566.771464       -145.635206        539.264606         -0.000000
          thinQuad            BENDQ:        566.771464       -145.635206        539.264606         -0.000000
             drift         DBENDEND:        566.911164       -145.710386        539.382352         -0.000000
            marker     MF32:cellmark        566.911164       -145.710386        539.382352         -0.000000
             drift           DBPMIN:        567.171819       -145.850659        539.602044         -0.000000
          hmonitor          HBPMF32:        567.171819       -145.850659        539.602044         -0.000000
             drift          DBPMOUT:        567.371844       -145.958303        539.770634         -0.000000
        quadrupole           HQUADF:        569.050784       -146.861833        541.185721         -0.000000
             drift            DQOUT:        569.222564       -146.954278        541.330505         -0.000000
             drift          DPACKIN:        569.365439       -147.031167        541.450927         -0.000000
        quadrupole            TQF32:        570.127439       -147.441241        542.093175         -0.000000
     thinSextupole              TSF:        570.127439       -147.441241        542.093175         -0.000000
             hkick            HDF32:        570.127439       -147.441241        542.093175         -0.000000
             drift         DPACKU2D:        570.533839       -147.659947        542.435708         -0.000000
            marker              TS1:        570.533839       -147.659947        542.435708         -0.000000
            marker              TSQ:        570.533839       -147.659947        542.435708         -0.000000
            marker           TOD39C:        570.533839       -147.659947        542.435708         -0.000000
             drift         DPACKOUT:        571.051364       -147.938456        542.871902         -0.000000
             drift         DBENDEND:        571.191064       -148.013636        542.989647         -0.000000
          thinQuad            BENDQ:        571.191064       -148.013636        542.989647         -0.000000
             sbend             BEND:        577.312448       -151.328804        548.135616         -0.000000
          thinQuad            BENDQ:        577.312448       -151.328804        548.135616         -0.000000
             drift         DBENDEND:        577.452148       -151.404938        548.252747         -0.000000
             drift         DBENDEND:        577.591848       -151.481071        548.369879         -0.000000
          thinQuad            BENDQ:        577.591848       -151.481071        548.369879         -0.000000
             sbend             BEND:        583.713231       -154.837904        553.488766         -0.000000
          thinQuad            BENDQ:        583.713231       -154.837904        553.488766         -0.000000
             drift         DBENDEND:        583.852931       -154.914986        553.605276         -0.000000
             drift         DBENDEND:        583.992631       -154.992068        553.721785         -0.000000
          thinQuad            BENDQ:        583.992631       -154.992068        553.721785         -0.000000
             sbend             BEND:        590.114014       -158.390343        558.813254         -0.000000
          thinQuad            BENDQ:        590.114014       -158.390343        558.813254         -0.000000
             drift         DBENDEND:        590.253714       -158.468368        558.929134         -0.000000
             drift         DBENDEND:        590.393414       -158.546394        559.045014         -0.000000
          thinQuad            BENDQ:        590.393414       -158.546394        559.045014         -0.000000
             sbend             BEND:        596.514797       -161.985888        564.108729         -0.000000
          thinQuad            BENDQ:        596.514797       -161.985888        564.108729         -0.000000
             drift         DBENDEND:        596.654497       -162.064852        564.223972         -0.000000
            marker     MF33:cellmark        596.654497       -162.064852        564.223972         -0.000000
             drift           DBPMIN:        596.915152       -162.212183        564.438994         -0.000000
          vmonitor          VBPMF33:        596.915152       -162.212183        564.438994         -0.000000
             drift          DBPMOUT:        597.115177       -162.325244        564.604000         -0.000000
        quadrupole           HQUADD:        598.794117       -163.274239        565.989008         -0.000000
             drift            DQOUT:        598.965897       -163.371335        566.130715         -0.000000
             drift          DPACKIN:        599.108772       -163.452093        566.248577         -0.000000
             drift          DTQJUMP:        599.870772       -163.882802        566.877173         -0.000000
     thinSextupole              TSD:        599.870772       -163.882802        566.877173         -0.000000
             vkick            VDF33:        599.870772       -163.882802        566.877173         -0.000000
             drift        DPACKU2D4:        599.896172       -163.897159        566.898126         -0.000000
            marker             TOZD:        599.896172       -163.897159        566.898126         -0.000000
            marker    CS5F3AP:fdsext        599.896172       -163.897159        566.898126         -0.000000
        quadrupole            TQF33:        600.658172       -164.327868        567.526723         -0.000000
             drift        DPACKOUT4:        600.794697       -164.405037        567.639347         -0.000000
             drift         DBENDEND:        600.934397       -164.484000        567.754589         -0.000000
          thinQuad            BENDQ:        600.934397       -164.484000        567.754589         -0.000000
             sbend             BEND:        607.055780       -167.964488        572.790217         -0.000000
          thinQuad            BENDQ:        607.055780       -167.964488        572.790217         -0.000000
             drift         DBENDEND:        607.195480       -168.044384        572.904815         -0.000000
             drift         DBENDEND:        607.335180       -168.124280        573.019412         -0.000000
          thinQuad            BENDQ:        607.335180       -168.124280        573.019412         -0.000000
             sbend             BEND:        613.456564       -171.645530        578.026620         -0.000000
          thinQuad            BENDQ:        613.456564       -171.645530        578.026620         -0.000000
             drift         DBENDEND:        613.596264       -171.726354        578.140566         -0.000000
             drift         DBENDEND:        613.735964       -171.807178        578.254511         -0.000000
          thinQuad            BENDQ:        613.735964       -171.807178        578.254511         -0.000000
             sbend             BEND:        619.857347       -175.368959        583.232969         -0.000000
          thinQuad            BENDQ:        619.857347       -175.368959        583.232969         -0.000000
             drift         DBENDEND:        619.997047       -175.450706        583.346255         -0.000000
             drift         DBENDEND:        620.136747       -175.532452        583.459541         -0.000000
          thinQuad            BENDQ:        620.136747       -175.532452        583.459541         -0.000000
             sbend             BEND:        626.258130       -179.134530        588.408921         -0.000000
          thinQuad            BENDQ:        626.258130       -179.134530        588.408921         -0.000000
             drift         DBENDEND:        626.397830       -179.217193        588.521540         -0.000000
            marker     MF34:cellmark        626.397830       -179.217193        588.521540         -0.000000
             drift           DBPMIN:        626.658485       -179.371427        588.731665         -0.000000
          hmonitor          HBPMF34:        626.658485       -179.371427        588.731665         -0.000000
             drift          DBPMOUT:        626.858510       -179.489786        588.892914         -0.000000
        quadrupole           HQUADF:        628.537450       -180.483246        590.246383         -0.000000
             drift            DQOUT:        628.709230       -180.584891        590.384862         -0.000000
             drift          DPACKIN:        628.852105       -180.669433        590.500040         -0.000000
        quadrupole            TQFF3:        629.614105       -181.120323        591.114322         -0.000000
     thinSextupole              TSF:        629.614105       -181.120323        591.114322         -0.000000
             hkick            HDF34:        629.614105       -181.120323        591.114322         -0.000000
             drift        DPACKU2D4:        629.639505       -181.135352        591.134798         -0.000000
            marker    CS1F3AP:fdsext        629.639505       -181.135352        591.134798         -0.000000
            marker           TOF39C:        629.639505       -181.135352        591.134798         -0.000000
        quadrupole            TQF34:        630.401505       -181.586242        591.749080         -0.000000
             drift        DPACKOUT4:        630.538030       -181.667027        591.859139         -0.000000
             drift         DBENDEND:        630.677730       -181.749690        591.971758         -0.000000
          thinQuad            BENDQ:        630.677730       -181.749690        591.971758         -0.000000
             sbend             BEND:        636.799113       -185.391826        596.891734         -0.000000
          thinQuad            BENDQ:        636.799113       -185.391826        596.891734         -0.000000
             drift         DBENDEND:        636.938813       -185.475401        597.003678         -0.000000
             drift         DBENDEND:        637.078513       -185.558976        597.115622         -0.000000
          thinQuad            BENDQ:        637.078513       -185.558976        597.115622         -0.000000
             sbend             BEND:        643.199896       -189.240931        602.005871         -0.000000
          thinQuad            BENDQ:        643.199896       -189.240931        602.005871         -0.000000
             drift         DBENDEND:        643.339596       -189.325412        602.117132         -0.000000
             drift         DBENDEND:        643.479296       -189.409892        602.228394         -0.000000
          thinQuad            BENDQ:        643.479296       -189.409892        602.228394         -0.000000
             sbend             BEND:        649.600680       -193.131425        607.088592         -0.000000
          thinQuad            BENDQ:        649.600680       -193.131425        607.088592         -0.000000
             drift         DBENDEND:        649.740380       -193.216806        607.199164         -0.000000
             drift         DBENDEND:        649.880080       -193.302187        607.309736         -0.000000
          thinQuad            BENDQ:        649.880080       -193.302187        607.309736         -0.000000
             sbend             BEND:        656.001463       -197.063050        612.139565         -0.000000
          thinQuad            BENDQ:        656.001463       -197.063050        612.139565         -0.000000
             drift         DBENDEND:        656.141163       -197.149326        612.249440         -0.000000
            marker     MF35:cellmark        656.141163       -197.149326        612.249440         -0.000000
             drift           DBPMIN:        656.401818       -197.310300        612.454447         -0.000000
          vmonitor          VBPMF35:        656.401818       -197.310300        612.454447         -0.000000
             drift          DBPMOUT:        656.601843       -197.433832        612.611769         -0.000000
        quadrupole           HQUADD:        658.280783       -198.470709        613.932270         -0.000000
             drift            DQOUT:        658.452563       -198.576797        614.067377         -0.000000
             drift         DPIN5LOC:        658.620838       -198.680720        614.199727         -0.000000
        quadrupole            TQDF4:        659.382838       -199.151315        614.799047         -0.000000
     thinSextupole              TSD:        659.382838       -199.151315        614.799047         -0.000000
             vkick            VDF35:        659.382838       -199.151315        614.799047         -0.000000
             drift        DPOUT5LOC:        659.544763       -199.251316        614.926402         -0.000000
             drift          DFCANIN:        659.754313       -199.380730        615.091215         -0.000000
             drift             FCAN:        660.198813       -199.655244        615.440818         -0.000000
             drift         DFCANOUT:        660.281363       -199.706225        615.505745         -0.000000
             drift         DBENDEND:        660.421063       -199.792501        615.615620         -0.000000
          thinQuad            BENDQ:        660.421063       -199.792501        615.615620         -0.000000
             sbend             BEND:        666.542446       -203.592447        620.414759         -0.000000
          thinQuad            BENDQ:        666.542446       -203.592447        620.414759         -0.000000
             drift         DBENDEND:        666.682146       -203.679612        620.523931         -0.000000
             drift         DBENDEND:        666.821846       -203.766777        620.633102         -0.000000
          thinQuad            BENDQ:        666.821846       -203.766777        620.633102         -0.000000
             sbend             BEND:        672.943229       -207.605556        625.401236         -0.000000
          thinQuad            BENDQ:        672.943229       -207.605556        625.401236         -0.000000
             drift         DBENDEND:        673.082929       -207.693604        625.509697         -0.000000
             drift         DBENDEND:        673.222629       -207.781653        625.618157         -0.000000
          thinQuad            BENDQ:        673.222629       -207.781653        625.618157         -0.000000
