           Element              Name           Azimuth              x[m]              y[m]              z[m]
            marker     MB43:cellmark       2928.994092      -1970.410209        215.508760         -0.000000
             drift           DBPMIN:       2929.254747      -1970.458594        215.252635         -0.000000
          vmonitor          VBPMB43:       2929.254747      -1970.458594        215.252635         -0.000000
             drift          DBPMOUT:       2929.454772      -1970.495724        215.056086         -0.000000
        quadrupole           HQUADD:       2931.133712      -1970.807380        213.406326         -0.000000
             drift            DQOUT:       2931.305492      -1970.839267        213.237531         -0.000000
             drift          DPACKIN:       2931.448367      -1970.865788        213.097139         -0.000000
        quadrupole            TQDD1:       2932.210367      -1971.007236        212.348382         -0.000000
     thinSextupole              TSD:       2932.210367      -1971.007236        212.348382         -0.000000
             vkick            VDB43:       2932.210367      -1971.007236        212.348382         -0.000000
             drift         DPACKU2D:       2932.616767      -1971.082674        211.949046         -0.000000
            marker    CS2B4AM:fdsext       2932.616767      -1971.082674        211.949046         -0.000000
             drift         DPACKOUT:       2933.134292      -1971.178741        211.440515         -0.000000
             drift         DBENDEND:       2933.273992      -1971.204673        211.303243         -0.000000
          thinQuad            BENDQ:       2933.273992      -1971.204673        211.303243         -0.000000
             sbend             BEND:       2939.395375      -1972.316542        205.283685         -0.000000
          thinQuad            BENDQ:       2939.395375      -1972.316542        205.283685         -0.000000
             drift         DBENDEND:       2939.535075      -1972.341359        205.146207         -0.000000
             drift         DBENDEND:       2939.674775      -1972.366175        205.008729         -0.000000
          thinQuad            BENDQ:       2939.674775      -1972.366175        205.008729         -0.000000
             sbend             BEND:       2945.796158      -1973.429142        198.980343         -0.000000
          thinQuad            BENDQ:       2945.796158      -1973.429142        198.980343         -0.000000
             drift         DBENDEND:       2945.935858      -1973.452843        198.842668         -0.000000
             drift         DBENDEND:       2946.075558      -1973.476543        198.704993         -0.000000
          thinQuad            BENDQ:       2946.075558      -1973.476543        198.704993         -0.000000
             sbend             BEND:       2952.196941      -1974.490538        192.668177         -0.000000
          thinQuad            BENDQ:       2952.196941      -1974.490538        192.668177         -0.000000
             drift         DBENDEND:       2952.336641      -1974.513119        192.530314         -0.000000
             drift         DBENDEND:       2952.476341      -1974.535701        192.392452         -0.000000
          thinQuad            BENDQ:       2952.476341      -1974.535701        192.392452         -0.000000
             sbend             BEND:       2958.597725      -1975.500658        186.347603         -0.000000
          thinQuad            BENDQ:       2958.597725      -1975.500658        186.347603         -0.000000
             drift         DBENDEND:       2958.737425      -1975.522120        186.209562         -0.000000
            marker     MB44:cellmark       2958.737425      -1975.522120        186.209562         -0.000000
             drift           DBPMIN:       2958.998080      -1975.562163        185.952001         -0.000000
          hmonitor          HBPMB44:       2958.998080      -1975.562163        185.952001         -0.000000
             drift          DBPMOUT:       2959.198105      -1975.592893        185.754351         -0.000000
        quadrupole           HQUADF:       2960.877045      -1975.850824        184.095341         -0.000000
             drift            DQOUT:       2961.048825      -1975.877214        183.925601         -0.000000
             drift          DPACKIN:       2961.191700      -1975.899164        183.784422         -0.000000
        quadrupole            TQFA4:       2961.953700      -1976.016228        183.031468         -0.000000
     thinSextupole              TSF:       2961.953700      -1976.016228        183.031468         -0.000000
             hkick            HDB44:       2961.953700      -1976.016228        183.031468         -0.000000
             drift         DPACKU2D:       2962.360100      -1976.078662        182.629892         -0.000000
             drift         DPACKOUT:       2962.877625      -1976.158168        182.118511         -0.000000
             drift         DBENDEND:       2963.017325      -1976.179630        181.980469         -0.000000
          thinQuad            BENDQ:       2963.017325      -1976.179630        181.980469         -0.000000
             sbend             BEND:       2969.138708      -1977.095485        175.927987         -0.000000
          thinQuad            BENDQ:       2969.138708      -1977.095485        175.927987         -0.000000
             drift         DBENDEND:       2969.278408      -1977.115825        175.789776         -0.000000
             drift         DBENDEND:       2969.418108      -1977.136166        175.651564         -0.000000
          thinQuad            BENDQ:       2969.418108      -1977.136166        175.651564         -0.000000
             sbend             BEND:       2975.539491      -1978.002858        169.591847         -0.000000
          thinQuad            BENDQ:       2975.539491      -1978.002858        169.591847         -0.000000
             drift         DBENDEND:       2975.679191      -1978.022075        169.453475         -0.000000
             drift         DBENDEND:       2975.818891      -1978.041293        169.315103         -0.000000
          thinQuad            BENDQ:       2975.818891      -1978.041293        169.315103         -0.000000
             sbend             BEND:       2981.940274      -1978.858766        163.248549         -0.000000
          thinQuad            BENDQ:       2981.940274      -1978.858766        163.248549         -0.000000
             drift         DBENDEND:       2982.079974      -1978.876860        163.110026         -0.000000
             drift         DBENDEND:       2982.219674      -1978.894953        162.971503         -0.000000
          thinQuad            BENDQ:       2982.219674      -1978.894953        162.971503         -0.000000
             sbend             BEND:       2988.341057      -1979.663152        156.898513         -0.000000
          thinQuad            BENDQ:       2988.341057      -1979.663152        156.898513         -0.000000
             drift         DBENDEND:       2988.480757      -1979.680121        156.759848         -0.000000
            marker     MB45:cellmark       2988.480757      -1979.680121        156.759848         -0.000000
             drift           DBPMIN:       2988.741412      -1979.711782        156.501123         -0.000000
          vmonitor          VBPMB45:       2988.741412      -1979.711782        156.501123         -0.000000
             drift          DBPMOUT:       2988.941437      -1979.736078        156.302579         -0.000000
        quadrupole           HQUADD:       2990.620377      -1979.940013        154.636070         -0.000000
             drift            DQOUT:       2990.792157      -1979.960879        154.465562         -0.000000
             drift         DPIN5LOC:       2990.960432      -1979.981318        154.298533         -0.000000
        quadrupole            TQDD1:       2991.722432      -1980.073876        153.542176         -0.000000
     thinSextupole              TSD:       2991.722432      -1980.073876        153.542176         -0.000000
             vkick            VDB45:       2991.722432      -1980.073876        153.542176         -0.000000
             drift        DPOUT5LOC:       2991.884357      -1980.093544        153.381450         -0.000000
             drift          DFCANIN:       2992.093907      -1980.118998        153.173451         -0.000000
             drift             FCAN:       2992.538407      -1980.172990        152.732242         -0.000000
             drift         DFCANOUT:       2992.620957      -1980.183017        152.650304         -0.000000
             drift         DBENDEND:       2992.760657      -1980.199985        152.511638         -0.000000
          thinQuad            BENDQ:       2992.760657      -1980.199985        152.511638         -0.000000
             sbend             BEND:       2998.882041      -1980.918860        146.432613         -0.000000
          thinQuad            BENDQ:       2998.882041      -1980.918860        146.432613         -0.000000
             drift         DBENDEND:       2999.021741      -1980.934703        146.293814         -0.000000
             drift         DBENDEND:       2999.161441      -1980.950545        146.155015         -0.000000
          thinQuad            BENDQ:       2999.161441      -1980.950545        146.155015         -0.000000
             sbend             BEND:       3005.282824      -1981.620048        140.070354         -0.000000
          thinQuad            BENDQ:       3005.282824      -1981.620048        140.070354         -0.000000
             drift         DBENDEND:       3005.422524      -1981.634764        139.931431         -0.000000
             drift         DBENDEND:       3005.562224      -1981.649479        139.792509         -0.000000
          thinQuad            BENDQ:       3005.562224      -1981.649479        139.792509         -0.000000
             sbend             BEND:       3011.683607      -1982.269567        133.702613         -0.000000
          thinQuad            BENDQ:       3011.683607      -1982.269567        133.702613         -0.000000
             drift         DBENDEND:       3011.823307      -1982.283154        133.563576         -0.000000
             drift         DBENDEND:       3011.963007      -1982.296741        133.424538         -0.000000
          thinQuad            BENDQ:       3011.963007      -1982.296741        133.424538         -0.000000
             sbend             BEND:       3018.084390      -1982.867372        127.329810         -0.000000
          thinQuad            BENDQ:       3018.084390      -1982.867372        127.329810         -0.000000
             drift         DBENDEND:       3018.224090      -1982.879830        127.190666         -0.000000
            marker     MB46:cellmark       3018.224090      -1982.879830        127.190666         -0.000000
             drift           DBPMIN:       3018.484745      -1982.903075        126.931050         -0.000000
          hmonitor          HBPMB46:       3018.484745      -1982.903075        126.931050         -0.000000
             drift          DBPMOUT:       3018.684770      -1982.920912        126.731822         -0.000000
        quadrupole           HQUADF:       3020.363710      -1983.070636        125.059571         -0.000000
             drift            DQOUT:       3020.535490      -1983.085954        124.888475         -0.000000
             drift          DPACKIN:       3020.678365      -1983.098696        124.746170         -0.000000
        quadrupole            TQFA4:       3021.440365      -1983.166649        123.987206         -0.000000
     thinSextupole              TSF:       3021.440365      -1983.166649        123.987206         -0.000000
             hkick            HDB46:       3021.440365      -1983.166649        123.987206         -0.000000
             drift         DPACKU2D:       3021.846765      -1983.202890        123.582425         -0.000000
            marker              TSQ:       3021.846765      -1983.202890        123.582425         -0.000000
             drift         DPACKOUT:       3022.364290      -1983.249042        123.066962         -0.000000
             drift         DBENDEND:       3022.503990      -1983.261500        122.927818         -0.000000
          thinQuad            BENDQ:       3022.503990      -1983.261500        122.927818         -0.000000
             sbend             BEND:       3028.625373      -1983.782637        116.828659         -0.000000
          thinQuad            BENDQ:       3028.625373      -1983.782637        116.828659         -0.000000
             drift         DBENDEND:       3028.765073      -1983.793965        116.689419         -0.000000
             drift         DBENDEND:       3028.904773      -1983.805293        116.550179         -0.000000
          thinQuad            BENDQ:       3028.904773      -1983.805293        116.550179         -0.000000
             sbend             BEND:       3035.026157      -1984.276901        110.446990         -0.000000
          thinQuad            BENDQ:       3035.026157      -1984.276901        110.446990         -0.000000
             drift         DBENDEND:       3035.165857      -1984.287099        110.307662         -0.000000
             drift         DBENDEND:       3035.305557      -1984.297296        110.168335         -0.000000
          thinQuad            BENDQ:       3035.305557      -1984.297296        110.168335         -0.000000
             sbend             BEND:       3041.426940      -1984.719345        104.061519         -0.000000
          thinQuad            BENDQ:       3041.426940      -1984.719345        104.061519         -0.000000
             drift         DBENDEND:       3041.566640      -1984.728411        103.922113         -0.000000
             drift         DBENDEND:       3041.706340      -1984.737477        103.782708         -0.000000
          thinQuad            BENDQ:       3041.706340      -1984.737477        103.782708         -0.000000
             sbend             BEND:       3047.827723      -1985.109939         97.672666         -0.000000
          thinQuad            BENDQ:       3047.827723      -1985.109939         97.672666         -0.000000
             drift         DBENDEND:       3047.967423      -1985.117873         97.533192         -0.000000
            marker     MB47:cellmark       3047.967423      -1985.117873         97.533192         -0.000000
             drift           DBPMIN:       3048.228078      -1985.132677         97.272958         -0.000000
          vmonitor          VBPMB47:       3048.228078      -1985.132677         97.272958         -0.000000
             drift          DBPMOUT:       3048.428103      -1985.144037         97.073255         -0.000000
        quadrupole           HQUADD:       3050.107043      -1985.239391         95.397025         -0.000000
             drift            DQOUT:       3050.278823      -1985.249147         95.225523         -0.000000
             drift          DPACKIN:       3050.421698      -1985.257261         95.082878         -0.000000
        quadrupole            TQDD1:       3051.183698      -1985.300538         94.322108         -0.000000
     thinSextupole              TSD:       3051.183698      -1985.300538         94.322108         -0.000000
             vkick            VDB47:       3051.183698      -1985.300538         94.322108         -0.000000
             drift         DPACKU2D:       3051.590098      -1985.323620         93.916364         -0.000000
            marker    CS2B4AP:fdsext       3051.590098      -1985.323620         93.916364         -0.000000
             drift         DPACKOUT:       3052.107623      -1985.353012         93.399674         -0.000000
             drift         DBENDEND:       3052.247323      -1985.360946         93.260200         -0.000000
          thinQuad            BENDQ:       3052.247323      -1985.360946         93.260200         -0.000000
             sbend             BEND:       3058.368706      -1985.683796         87.147336         -0.000000
          thinQuad            BENDQ:       3058.368706      -1985.683796         87.147336         -0.000000
             drift         DBENDEND:       3058.508406      -1985.690597         87.007802         -0.000000
             drift         DBENDEND:       3058.648106      -1985.697399         86.868268         -0.000000
          thinQuad            BENDQ:       3058.648106      -1985.697399         86.868268         -0.000000
             sbend             BEND:       3064.769489      -1985.970615         80.752985         -0.000000
          thinQuad            BENDQ:       3064.769489      -1985.970615         80.752985         -0.000000
             drift         DBENDEND:       3064.909189      -1985.976284         80.613400         -0.000000
             drift         DBENDEND:       3065.048889      -1985.981953         80.473815         -0.000000
          thinQuad            BENDQ:       3065.048889      -1985.981953         80.473815         -0.000000
             sbend             BEND:       3071.170273      -1986.205518         74.356516         -0.000000
          thinQuad            BENDQ:       3071.170273      -1986.205518         74.356516         -0.000000
             drift         DBENDEND:       3071.309973      -1986.210054         74.216889         -0.000000
             drift         DBENDEND:       3071.449673      -1986.214589         74.077263         -0.000000
          thinQuad            BENDQ:       3071.449673      -1986.214589         74.077263         -0.000000
             sbend             BEND:       3077.571056      -1986.388488         67.958350         -0.000000
          thinQuad            BENDQ:       3077.571056      -1986.388488         67.958350         -0.000000
             drift         DBENDEND:       3077.710756      -1986.391890         67.818692         -0.000000
            marker     MB48:cellmark       3077.710756      -1986.391890         67.818692         -0.000000
             drift           DBPMIN:       3077.971411      -1986.398237         67.558114         -0.000000
          hmonitor          HBPMB48:       3077.971411      -1986.398237         67.558114         -0.000000
             drift          DBPMOUT:       3078.171436      -1986.403108         67.358148         -0.000000
        quadrupole          HQUAD3F:       3078.986014      -1986.422944         66.543812         -0.000000
             drift            DQOUT:       3079.157794      -1986.427127         66.372083         -0.000000
             drift         DPIN5LOC:       3079.326069      -1986.431225         66.203858         -0.000000
             drift          DHQUADC:       3079.707069      -1986.440503         65.822971         -0.000000
            marker              TSX:       3079.707069      -1986.440503         65.822971         -0.000000
            marker              TQX:       3079.707069      -1986.440503         65.822971         -0.000000
             hkick            HDB48:       3079.707069      -1986.440503         65.822971         -0.000000
             drift          DHQUADC:       3080.088069      -1986.449780         65.442084         -0.000000
             drift        DPOUT5LOC:       3080.249994      -1986.453723         65.280207         -0.000000
             drift           DCOLD1:       3080.551619      -1986.461068         64.978671         -0.000000
             drift          DB48SP1:       3081.068819      -1986.473663         64.461625         -0.000000
             drift         DB48ABTK:       3082.973819      -1986.520051         62.557189         -0.000000
             drift        DB48ABTKB:       3083.253219      -1986.526855         62.277872         -0.000000
             drift         DB48ABTK:       3085.158219      -1986.573244         60.373437         -0.000000
             drift        DB48ABTKB:       3085.437619      -1986.580047         60.094120         -0.000000
             drift         DB48ABTK:       3087.342619      -1986.626436         58.189685         -0.000000
             drift          DB48SP2:       3089.653531      -1986.682709         55.879458         -0.000000
             drift           DCOLD2:       3090.082156      -1986.693147         55.450960         -0.000000
             drift         DBENDEND:       3090.221856      -1986.696548         55.311302         -0.000000
          thinQuad            BENDQ:       3090.221856      -1986.696548         55.311302         -0.000000
             sbend            HBEND:       3093.142854      -1986.762018         52.391037         -0.000000
          thinQuad            BENDQ:       3093.142854      -1986.762018         52.391037         -0.000000
             drift         DBENDEND:       3093.282554      -1986.764878         52.251367         -0.000000
             drift         DBENDEND:       3093.422254      -1986.767739         52.111696         -0.000000
          thinQuad            BENDQ:       3093.422254      -1986.767739         52.111696         -0.000000
             sbend             BEND:       3099.543637      -1986.868237         45.991138         -0.000000
          thinQuad            BENDQ:       3099.543637      -1986.868237         45.991138         -0.000000
             drift         DBENDEND:       3099.683337      -1986.869963         45.851448         -0.000000
             drift         DBENDEND:       3099.823037      -1986.871690         45.711759         -0.000000
          thinQuad            BENDQ:       3099.823037      -1986.871690         45.711759         -0.000000
             sbend             BEND:       3105.944420      -1986.922500         39.590587         -0.000000
          thinQuad            BENDQ:       3105.944420      -1986.922500         39.590587         -0.000000
             drift         DBENDEND:       3106.084120      -1986.923092         39.450888         -0.000000
            marker     MB49:cellmark       3106.084120      -1986.923092         39.450888         -0.000000
             drift           DBPMIN:       3106.344775      -1986.924198         39.190235         -0.000000
          hmonitor          HBPMB49:       3106.344775      -1986.924198         39.190235         -0.000000
             drift          DBPMOUT:       3106.544800      -1986.925046         38.990212         -0.000000
        quadrupole          HQUAD2F:       3108.645888      -1986.933958         36.889143         -0.000000
             drift           DQOUT1:       3108.873269      -1986.934923         36.661764         -0.000000
             drift           DCOLD2:       3109.301894      -1986.936741         36.233143         -0.000000
             drift       DSTRAIGHT5:       3110.710730      -1986.942716         34.824320         -0.000000
             drift           DCOLD1:       3111.012355      -1986.943996         34.522697         -0.000000
             drift          DBPMIN1:       3111.195032      -1986.944770         34.340022         -0.000000
          vmonitor          VBPMB49:       3111.195032      -1986.944770         34.340022         -0.000000
             drift         DBPMOUT1:       3111.354036      -1986.945445         34.181019         -0.000000
             drift          DHQUADC:       3111.735036      -1986.947061         33.800023         -0.000000
            marker              TR3:       3111.735036      -1986.947061         33.800023         -0.000000
             vkick            VDB49:       3111.735036      -1986.947061         33.800023         -0.000000
             hkick            HDB49:       3111.735036      -1986.947061         33.800023         -0.000000
             drift          DHQUADC:       3112.116036      -1986.948677         33.419026         -0.000000
             drift        DPACKOUT1:       3112.280069      -1986.949373         33.254995         -0.000000
            marker     MC0U:cellmark       3112.280069      -1986.949373         33.254995         -0.000000
             drift        DQUAD1END:       3112.465032      -1986.950157         33.070033         -0.000000
        quadrupole          HQUAD1D:       3114.989832      -1986.960866         30.545256         -0.000000
             drift        DQUAD1END:       3115.174795      -1986.961651         30.360295         -0.000000
             drift            DC0U1:       3119.147824      -1986.978503         26.387302         -0.000000
             drift         DLAMBEND:       3119.339632      -1986.979316         26.195495         -0.000000
             sbend         LAMBBEND:       3124.861337      -1986.997668         20.673821         -0.000000
             drift         DLAMBEND:       3125.053145      -1986.998130         20.482013         -0.000000
             drift         DLAMBEND:       3125.244953      -1986.998591         20.290206         -0.000000
             sbend         LAMBBEND:       3130.766659      -1987.006807         14.768507         -0.000000
             drift         DLAMBEND:       3130.958467      -1987.006916         14.576699         -0.000000
             drift         DLAMBEND:       3131.150275      -1987.007026         14.384891         -0.000000
             sbend         LAMBBEND:       3136.671980      -1987.005105          8.863186         -0.000000
             drift         DLAMBEND:       3136.863788      -1987.004862          8.671378         -0.000000
             drift            DC0U2:       3141.587205      -1986.998883          3.947965         -0.000000
            marker      MC0:cellmark       3141.587205      -1986.998883          3.947965         -0.000000
             drift            DC0D1:       3150.614028      -1986.987458         -5.078851         -0.000000
             drift         DCMAGEND:       3150.878188      -1986.987123         -5.343011         -0.000000
             sbend         CMAGBEND:       3154.617068      -1986.979609         -9.081883         -0.000000
             drift         DCMAGEND:       3154.881228      -1986.978882         -9.346042         -0.000000
             drift         DCMAGEND:       3155.145388      -1986.978154         -9.610201         -0.000000
             sbend         CMAGBEND:       3158.884267      -1986.965077        -13.349058         -0.000000
             drift         DCMAGEND:       3159.148427      -1986.963957        -13.613215         -0.000000
             drift           DLONG3:       3163.957752      -1986.943558        -18.422497         -0.000000
             drift          DCOLLIM:       3167.005752      -1986.930630        -21.470470         -0.000000
             drift         DCOLLOUT:       3167.998816      -1986.926418        -22.463525         -0.000000
             drift        DQUAD1END:       3168.183779      -1986.925633        -22.648486         -0.000000
        quadrupole          HQUAD1F:       3170.708579      -1986.914924        -25.173263         -0.000000
             drift        DQUAD1END:       3170.893542      -1986.914139        -25.358225         -0.000000
             drift           DCOLD1:       3171.195167      -1986.912860        -25.659847         -0.000000
             drift       DSTRAIGHT1:       3173.638418      -1986.902497        -28.103076         -0.000000
             drift           DCOLD2:       3174.067043      -1986.900679        -28.531697         -0.000000
            marker     MC11:cellmark       3174.067043      -1986.900679        -28.531697         -0.000000
             drift           DBPMIN:       3174.327698      -1986.899573        -28.792350         -0.000000
          hmonitor          HBPMC11:       3174.327698      -1986.899573        -28.792350         -0.000000
             drift          DBPMOUT:       3174.527723      -1986.898725        -28.992373         -0.000000
        quadrupole          HQUAD2D:       3176.628811      -1986.889813        -31.093442         -0.000000
             drift           DQOUT1:       3176.856192      -1986.888849        -31.320821         -0.000000
             drift          DBPMIN1:       3177.038869      -1986.888074        -31.503496         -0.000000
          vmonitor          VBPMC11:       3177.038869      -1986.888074        -31.503496         -0.000000
             drift         DBPMOUT1:       3177.197873      -1986.887399        -31.662499         -0.000000
             drift          DHQUADC:       3177.578873      -1986.885783        -32.043496         -0.000000
            marker              TR3:       3177.578873      -1986.885783        -32.043496         -0.000000
             hkick            HDC11:       3177.578873      -1986.885783        -32.043496         -0.000000
             vkick            VDC11:       3177.578873      -1986.885783        -32.043496         -0.000000
             drift          DHQUADC:       3177.959873      -1986.884167        -32.424492         -0.000000
             drift        DPACKOUT1:       3178.123906      -1986.883472        -32.588524         -0.000000
             drift         DBENDEND:       3178.263606      -1986.882879        -32.728222         -0.000000
          thinQuad            BENDQ:       3178.263606      -1986.882879        -32.728222         -0.000000
            marker  MPSYNC:instrmark       3178.263606      -1986.882879        -32.728222         -0.000000
             sbend             BEND:       3184.384989      -1986.832069        -38.849395         -0.000000
          thinQuad            BENDQ:       3184.384989      -1986.832069        -38.849395         -0.000000
             drift         DBENDEND:       3184.524689      -1986.830343        -38.989084         -0.000000
             drift       DSYNCLIGHT:       3187.725089      -1986.790789        -42.189240         -0.000000
             drift         DBENDEND:       3187.864789      -1986.789062        -42.328929         -0.000000
          thinQuad            BENDQ:       3187.864789      -1986.789062        -42.328929         -0.000000
             sbend            HBEND:       3190.785788      -1986.747301        -45.249629         -0.000000
            marker MPBSYNC:instrmark       3190.785788      -1986.747301        -45.249629         -0.000000
          thinQuad            BENDQ:       3190.785788      -1986.747301        -45.249629         -0.000000
             drift         DBENDEND:       3190.925488      -1986.745033        -45.389310         -0.000000
             drift         DBENDEND:       3191.065188      -1986.742765        -45.528992         -0.000000
          thinQuad            BENDQ:       3191.065188      -1986.742765        -45.528992         -0.000000
             sbend             BEND:       3197.186571      -1986.618543        -51.649114         -0.000000
          thinQuad            BENDQ:       3197.186571      -1986.618543        -51.649114         -0.000000
             drift         DBENDEND:       3197.326271      -1986.615141        -51.788773         -0.000000
             drift         DBENDEND:       3197.465971      -1986.611739        -51.928432         -0.000000
          thinQuad            BENDQ:       3197.465971      -1986.611739        -51.928432         -0.000000
             sbend             BEND:       3203.587354      -1986.437840        -58.047344         -0.000000
          thinQuad            BENDQ:       3203.587354      -1986.437840        -58.047344         -0.000000
             drift         DBENDEND:       3203.727054      -1986.433304        -58.186971         -0.000000
            marker     MC12:cellmark       3203.727054      -1986.433304        -58.186971         -0.000000
             drift           DBPMIN:       3203.987709      -1986.424842        -58.447488         -0.000000
          vmonitor          VBPMC12:       3203.987709      -1986.424842        -58.447488         -0.000000
             drift          DBPMOUT:       3204.187734      -1986.418348        -58.647408         -0.000000
        quadrupole          HQUAD3D:       3205.002312      -1986.391902        -59.461556         -0.000000
             drift            DQOUT:       3205.174092      -1986.386325        -59.633246         -0.000000
             drift          DPACKIN:       3205.316967      -1986.381687        -59.776045         -0.000000
             drift          DHQUADC:       3205.697967      -1986.369317        -60.156845         -0.000000
            marker              TSX:       3205.697967      -1986.369317        -60.156845         -0.000000
            marker              TQX:       3205.697967      -1986.369317        -60.156845         -0.000000
             vkick            VDC12:       3205.697967      -1986.369317        -60.156845         -0.000000
            marker              TS3:       3205.697967      -1986.369317        -60.156845         -0.000000
             drift          DHQUADC:       3206.078967      -1986.356948        -60.537644         -0.000000
             drift         DPACKU2D:       3206.485367      -1986.343754        -60.943830         -0.000000
             drift         DPACKOUT:       3207.002892      -1986.326952        -61.461082         -0.000000
             drift         DBENDEND:       3207.142592      -1986.322417        -61.600708         -0.000000
          thinQuad            BENDQ:       3207.142592      -1986.322417        -61.600708         -0.000000
             sbend             BEND:       3213.263975      -1986.098852        -67.718007         -0.000000
          thinQuad            BENDQ:       3213.263975      -1986.098852        -67.718007         -0.000000
             drift         DBENDEND:       3213.403675      -1986.093183        -67.857592         -0.000000
             drift         DBENDEND:       3213.543375      -1986.087514        -67.997177         -0.000000
          thinQuad            BENDQ:       3213.543375      -1986.087514        -67.997177         -0.000000
             sbend             BEND:       3219.664758      -1985.814298        -74.112460         -0.000000
          thinQuad            BENDQ:       3219.664758      -1985.814298        -74.112460         -0.000000
             drift         DBENDEND:       3219.804458      -1985.807496        -74.251994         -0.000000
             drift         DBENDEND:       3219.944158      -1985.800694        -74.391529         -0.000000
          thinQuad            BENDQ:       3219.944158      -1985.800694        -74.391529         -0.000000
             sbend             BEND:       3226.065542      -1985.477845        -80.504392         -0.000000
          thinQuad            BENDQ:       3226.065542      -1985.477845        -80.504392         -0.000000
             drift         DBENDEND:       3226.205242      -1985.469911        -80.643867         -0.000000
             drift         DBENDEND:       3226.344942      -1985.461976        -80.783341         -0.000000
          thinQuad            BENDQ:       3226.344942      -1985.461976        -80.783341         -0.000000
             sbend             BEND:       3232.466325      -1985.089515        -86.893383         -0.000000
          thinQuad            BENDQ:       3232.466325      -1985.089515        -86.893383         -0.000000
             drift         DBENDEND:       3232.606025      -1985.080449        -87.032788         -0.000000
            marker     MC13:cellmark       3232.606025      -1985.080449        -87.032788         -0.000000
             drift           DBPMIN:       3232.866680      -1985.063533        -87.292894         -0.000000
          hmonitor          HBPMC13:       3232.866680      -1985.063533        -87.292894         -0.000000
             drift          DBPMOUT:       3233.066705      -1985.050552        -87.492497         -0.000000
        quadrupole           HQUADF:       3234.745645      -1984.941594        -89.167898         -0.000000
             drift            DQOUT:       3234.917425      -1984.930446        -89.339316         -0.000000
             drift          DPACKIN:       3235.060300      -1984.921174        -89.481889         -0.000000
        quadrupole            TQFA4:       3235.822300      -1984.871723        -90.242283         -0.000000
     thinSextupole              TSF:       3235.822300      -1984.871723        -90.242283         -0.000000
             hkick            HDC13:       3235.822300      -1984.871723        -90.242283         -0.000000
             drift         DPACKU2D:       3236.228700      -1984.845349        -90.647826         -0.000000
            marker              TSQ:       3236.228700      -1984.845349        -90.647826         -0.000000
             drift         DPACKOUT:       3236.746225      -1984.811763        -91.164260         -0.000000
             drift         DBENDEND:       3236.885925      -1984.802697        -91.303666         -0.000000
          thinQuad            BENDQ:       3236.885925      -1984.802697        -91.303666         -0.000000
             sbend             BEND:       3243.007308      -1984.380648        -97.410482         -0.000000
          thinQuad            BENDQ:       3243.007308      -1984.380648        -97.410482         -0.000000
             drift         DBENDEND:       3243.147008      -1984.370451        -97.549810         -0.000000
             drift         DBENDEND:       3243.286708      -1984.360253        -97.689137         -0.000000
          thinQuad            BENDQ:       3243.286708      -1984.360253        -97.689137         -0.000000
             sbend             BEND:       3249.408091      -1983.888645       -103.792326         -0.000000
          thinQuad            BENDQ:       3249.408091      -1983.888645       -103.792326         -0.000000
             drift         DBENDEND:       3249.547791      -1983.877317       -103.931566         -0.000000
             drift         DBENDEND:       3249.687491      -1983.865988       -104.070806         -0.000000
          thinQuad            BENDQ:       3249.687491      -1983.865988       -104.070806         -0.000000
             sbend             BEND:       3255.808874      -1983.344852       -110.169966         -0.000000
          thinQuad            BENDQ:       3255.808874      -1983.344852       -110.169966         -0.000000
             drift         DBENDEND:       3255.948574      -1983.332394       -110.309109         -0.000000
             drift         DBENDEND:       3256.088274      -1983.319936       -110.448253         -0.000000
          thinQuad            BENDQ:       3256.088274      -1983.319936       -110.448253         -0.000000
             sbend             BEND:       3262.209658      -1982.749305       -116.542981         -0.000000
          thinQuad            BENDQ:       3262.209658      -1982.749305       -116.542981         -0.000000
             drift         DBENDEND:       3262.349358      -1982.735717       -116.682019         -0.000000
            marker     MC14:cellmark       3262.349358      -1982.735717       -116.682019         -0.000000
             drift           DBPMIN:       3262.610013      -1982.710366       -116.941438         -0.000000
          vmonitor          VBPMC14:       3262.610013      -1982.710366       -116.941438         -0.000000
             drift          DBPMOUT:       3262.810038      -1982.690912       -117.140514         -0.000000
        quadrupole           HQUADD:       3264.488978      -1982.527619       -118.811495         -0.000000
             drift            DQOUT:       3264.660758      -1982.510911       -118.982460         -0.000000
             drift          DPACKIN:       3264.803633      -1982.497015       -119.124658         -0.000000
        quadrupole            TQDD1:       3265.565633      -1982.422903       -119.883045         -0.000000
     thinSextupole              TSD:       3265.565633      -1982.422903       -119.883045         -0.000000
             vkick            VDC14:       3265.565633      -1982.422903       -119.883045         -0.000000
             drift         DPACKU2D:       3265.972033      -1982.383377       -120.287519         -0.000000
            marker              TS3:       3265.972033      -1982.383377       -120.287519         -0.000000
             drift         DPACKOUT:       3266.489558      -1982.333043       -120.802590         -0.000000
             drift         DBENDEND:       3266.629258      -1982.319455       -120.941628         -0.000000
          thinQuad            BENDQ:       3266.629258      -1982.319455       -120.941628         -0.000000
             sbend             BEND:       3272.750641      -1981.699368       -127.031523         -0.000000
          thinQuad            BENDQ:       3272.750641      -1981.699368       -127.031523         -0.000000
             drift         DBENDEND:       3272.890341      -1981.684653       -127.170446         -0.000000
             drift         DBENDEND:       3273.030041      -1981.669937       -127.309369         -0.000000
